Link_Header_Project_Name,State,Link_Header_project_Url,Scout id,Address,Timestamp,Data.Typ,Data.Etagenanzahl,Data.Wohnfläche ca.,Data.Grundstück ca.,Data.Zimmer,Data.Schlafzimmer,Data.Badezimmer,Data.Garage/ Stellplatz,Data.Kaufpreis,Data.Provision für Käufer,Data.Baujahr,Data.Modernisierung/ Sanierung,Data.Objektzustand,Data.Ausstattung,Data.Heizungsart,Data.Wesentliche Energieträger,Data.Energieausweis,Data.Energie­ausweistyp,Data.Endenergiebedarf,Data.Energie­effizienz­klasse,Data.Objektbeschreibung,Data.Bezugsfrei ab,Data.Garage/ Stellplatz-Kaufpreis,Data.Nutzfläche ca.,Data.Bauphase,Data.End­energie­verbrauch,Data.Mieteinnahmen pro Monat,Data.Energie­ver­brauchs­kennwert,Data.Internet,Data.Denkmalschutzobjekt
NEUBremen - Kattenesch | Schönes Einfamilienhaus mit großem Garten,bremen,https://www.immobilienscout24.de/expose/129376788,Objekt-Nr.: ST-7|Scout-ID: 129376788,"28277 Bremen, Kattenesch",2021-09-09 16:05:49.373895,Einfamilienhaus (freistehend),2,"194,55  m²",749  m²,5,4,2,2 Stellplätze,649.000 €,Provisionsfrei,1956,,Modernisiert,,Zentralheizung,Öl,liegt vor,Bedarfsausweis,"139,7 kWh/(m²*a)",E,"Dieses in Massivbauweise errichtete Einfamilienhaus bietet Ihnen mit ca. 195 m² Wohnfläche, die sich auf 5 Wohn- und Schlafzimmer, Küche, Wintergarten und 2 Badezimmer verteilen, mehr als genug Platz, damit Sie und Ihre Familie sich hier so richtig gemütlich einrichten können. 

Die seit 2018 kernsanierte Immobilie überzeugt durch seinen gelungenen Grundriss mit gut nutzbaren Zimmergrößen und der modernen Ausstattung. Besonders hervorzuheben ist sicherlich der schöne Außenbereich mit großem Garten.

Nach Betreten des Hauses stehen Sie in einem geräumigen Flur, von dem aus Sie geradeaus in ein Schlafzimmer gehen. Zu Ihrer Rechten befindet sich der große Wohn- und Essbereich und eine attraktive Holztreppe führt ins Obergeschoss. Außerdem befindet sich hier der Zugang zum Keller.

Das Wohn- und Esszimmer wird durch einen bogenförmigen Wanddurchbruch optisch geschickt in Wohn- und Essbereich separiert, ohne dabei aber an Großzügigkeit und Luftigkeit zu verlieren.

Hinter dem Essbereich befindet sich die, mit einer Einbauküche ausgestatteten, Küche. Die großzüge Größe gibt Ihnen alle Möglichkeiten, hier Ihre Traumküche zu installieren. 

Weiter geht es durch einen Flur, wo Sie zur Rechten über eine neuwertige Holztreppe zu einem großen Spielboden, einem Bad mit Dusche, Toilette, Waschbecken und Handtuchheizkörper, sowie zu einem weiteren Schlafzimmer gelangen. Auch den tollen Wintergarten erreichen Sie über diesen kleinen Flur.    

Im Obergeschoss finden Sie zwei weitere Schlafzimmer, die sich idealtypisch als Kinderzimmer anbieten, aber aufgrund ihrer Größe, Schnitt und Helligkeit äußerst flexibel nutzbar sind und sich jederzeit Ihrer Bedarfs- bzw. Lebenssituation anpassen lassen, sei es als Hobby- oder Arbeitszimmer. Auch auf dieser Wohnebene ergänzt ein Tageslichtbad mit Badewanne das Raumangebot.

Ergänzt wird das Platzangebot durch einen in 2019 neu errichteten Geräteschuppen und eine beheizbare Werkstatt neben dem Haus.",Sofort,,"61,94  m²",,,,,,
NEUDoppelhaushälfte mit 3 Wohnungen in ruhiger Lage in Arsten,bremen,https://www.immobilienscout24.de/expose/129289424,Objekt-Nr.: 39627|Scout-ID: 129289424,"28279 Bremen, Arsten",2021-09-09 16:06:00.904600,Wohnimmobilie (sonstige),2,"151,51  m²",352  m²,7,,,1 Garage,495.000 €,"2,975",1925,,Gepflegt,,Gas-Heizung,Gas,liegt vor,Verbrauchsausweis,,F,"Diese Doppelhaushälfte liegt in einer sehr ruhigen Wohnstraße ohne Durchgangsverkehr im Stadtteil Arsten. Das Haus hat drei Wohneinheiten. Whg.1 mit ca 69,66 m² (Mit Balkon und Einbauküche), Whg. 2 mit ca. 55,03 m² und die Whg. 3 mit ca. 34,32 m². Diese ist über den Seiteneingang zu erreichen. Zu jeder Wohnung gehört ein Abstellraum. Unter der Treppe befindet sich ein Teilkeller in dem sich alle Hausanschlüsse befinden. Alle Wohnungen sind gut vermietet. Eine Einzelgarage und ein Wintergarten mit ca.20 m² gehören zum Haus. Die Heizung für das Erdgeschoß wurde 2019 erneuert.",,,,,"193,89 kWh/(m²*a)",,,,
"Attraktives, gepflegtes Mehrfamilienhaus mit 8 WE in gut angebundener Lage in Gröpelingen",bremen,https://www.immobilienscout24.de/expose/129192435,Scout-ID: 129192435,"28237 Bremen, Gröpelingen (Ortsteil)",2021-09-09 16:06:11.793082,Mehrfamilienhaus,3,379  m²,423  m²,22,8,6,,949.000 €,"Die Courtage i.H.v. % 5,95 inkl. MwSt. ist bei Kaufvertragsabschluss verdient und fällig.",1907,"zuletzt 
        
        
          
          
            2020",Gepflegt,Normale Qualität,Etagenheizung,Gas,liegt vor,Bedarfsausweis,145 kWh/(m²*a),E,"+++ Link zum 360°-Rundgang: https://app.immoviewer.com/portal/tour/2325650?accessKey=6002 +++

Investoren auf der Suche nach Immobilien in der Hansestadt Bremen bietet sich mit diesem gepflegten Mehrfamilienhaus eine ansprechende Gelegenheit. Das Objekt mit 8 Wohneinheiten sowie einer Wohnfläche von rund 380 m² ist aktuell zu einer Jahresnettokaltmiete von ca. 45.800 € vermietet, was einer Rendite von ca. 4,83% entspricht. Mit durchschnittlichen Bestandsmieten von 9,67 €/m² liegt das Objekt über den durchschnittlichen Angebotsmieten von ca. 7 €/m². Das Mehrfamilienhaus verfügt über voll vermietete 3- bzw. 4-Zimmer-Wohnungen, die mit ihren gefragten Wohnungsgrößen zwischen ca. 15 und 83 m² und der damit einhergehenden guten Vermietbarkeit überzeugen.

Das Wohnhaus wurde im Jahr 1907 erbaut und verfügt über eine rund 380 m² große Gesamtwohnfläche, die sich im Erdgeschoss auf eine Wohneinheit mit ca. 83 m², im ersten Obergeschoss auf zwei Wohneinheiten mit jeweils ca. 54 m², im zweiten Obergeschoss auf 3 Wohneinheiten mit ca. 15, 36 und 57 m² sowie im Dachgeschoss auf zwei Wohneinheiten mit ca. 15 und 66 m² verteilt.

Die Wohnungen verfügen über großzügige und helle Wohnzimmer, Küchen mit Einbauküchen, Balkone sowie über im Jahr 2014 und 2020 modernisierte Fenster. Das Dachgeschoss wurde erst im Jahr 2007 ausgebaut. Das gepflegte Objekt ist ebenfalls unterkellert, des Weiteren sind Pkw-Stellplätze und Garagen im Innenhof vorhanden. Infolge des Gebäudealters ergibt sich Renovierungsbedarf wobei sich das Gebäude in einem soliden Grundzustand befindet. 

Auf Grund der Vollvermietung der Wohneinheiten, der Lage in der Hansestadt Bremen sowie des guten und gepflegten Zustands stellt sich hier eine ausgezeichnete Investmentgelegenheit dar.

Objektnr: 1032448",ab sofort,,,Haus fertig gestellt,,3.815 €,,,
Sanierte Immobilie in Top-Lage,bremen,https://www.immobilienscout24.de/expose/129096777,Objekt-Nr.: 42430102-04745|Scout-ID: 129096777,"28779 Bremen, Lüssum-Bockhorn",2021-09-09 16:06:24.644073,Einfamilienhaus (freistehend),,145  m²,826  m²,5,,,,369.000 €,"3,57 % inkl. ges. MwSt.",1949,,,,,Gas,liegt vor,Bedarfsausweis,"112,7 kWh/(m²*a)",D,Sie suchen eine sanierte Immobilie mit viel Platz für die Familie und einen großzügigen Garten? Dann ist dieses Objekt genau das richtige. Hier können Träume wahr werden.,,,,,,,,,
Freistehendes Einfamilienhaus in bester Wohnlage von Habenhausen!!,bremen,https://www.immobilienscout24.de/expose/128999477,Objekt-Nr.: 318|Scout-ID: 128999477,"28279 Bremen, Habenhausen",2021-09-09 16:06:36.513857,Mehrfamilienhaus,,"173,7  m²",498  m²,9,,,Garage,830.000 €,"2,98 % inkl. der gesetzlichen Mehrwertsteuer",1982,,Gepflegt,Gehobene Qualität,Gas-Heizung,Gas,liegt vor,Bedarfsausweis,"171,4 kWh/(m²*a)",F,"Das hier angebotene, sehr schön großzügige 1-2 Familienhaus mit Vollkeller in Wohnqualität wurde ursprünglich im Jahre 1982 erbaut und 2010 von den heutigen Eigentümern erworben und aufwendig saniert. Im ersten Schritt wurden damals ca. EUR 100.000,-- investiert, in den Jahren 2015/16 wurden dann noch einmal ca. EUR 110.000,-- investiert. Unter anderem wurde das komplette Erdgeschoss umgebaut um eine Wohnküche zu ermöglichen. Bei dieser Gelegenheit wurde die Küche komplett erneuert. Es wurden unter anderem 2 Essen, ein Tepan Yaki (Indoor Grill mit Stahlplatte), Backofen, Dampfgarer, Apothekerschränke etc. eingebaut und direkt neben der Küche wurde eine kleine Terrasse in Richtung Osten angebaut.
In 2016 wurde der Garten sehr schön umgestaltet u.a. auch nach Gesichtspunkten von Feng Shui. Es wurden Außenmauern und Zäune erneuert, Wege in runder geschwungener Form neu gelegt, die Terrasse vergrößert, die Auffahrt verändert und ein großer unterirdischer Regenwasserspeicher installiert.
Der rückwärtige Teil der Garage wurde zur Außenküche umgebaut. Hier ist es eine Freude im Freien zu kochen und zu grillen!
Auch sonst wurde viel modernisiert: die Bäder wurden neu ausgestattet, die Heizung 2010 erneuert, der Warmwasserspeicher 2020 neu eingebaut, Vertäfelungen wurden durch weiße Wände ersetzt. Über die Jahre wurden alle großen Fenster ausgetauscht und wo möglich mit Dreifachverglassung versehen u.v.m.
Es gibt sowohl einen Innen- als auch einen Außenkamin, der Keller verfügt neben einer großen Waschküche auch über einen Saunabereich und eine großzügige Kellerbar. Das Haus ist im Erd- und Obergeschoss komplett mit hochwertigen Natursteinfliesen inkl. Fußbodenheizung oder entsprechendem Echtholzparkett ausgestattet. 
Energieausweis: Ein Energiebedarfsausweis gültig bis: 06/2031 mit einem Wert von 171,4 kWh (m² a), E-Klasse: F, liegt vor; Energieträger: Gas.",,,"115,39  m²",,,,,,
Attraktives Wohn-/Geschäfthaus mit Dachterrasse in Walle-Osterfeuerberg,bremen,https://www.immobilienscout24.de/expose/128524820,Objekt-Nr.: 42510101-04463|Scout-ID: 128524820,"28219 Bremen, Osterfeuerberg",2021-09-09 16:06:48.664886,Mehrfamilienhaus,2,120  m²,"95,4  m²",2,1,3,,265.000 €,"5,95 % inkl. ges. MwSt.",1935,"zuletzt 
        
        
          
          
            2020",,,,Gas,liegt vor,Verbrauchsausweis,,D,"Diese Immobilie befindet sich in attraktiver Lage im beliebten Walle-Osterfeuerberg. Es handelt sich um ein Wohn-/ Geschäftshaus mit einem gewerblichen Teil im Erdgeschoss sowie einer hellen Wohnung mit herrlicher Dachterrasse im Obergeschoss. Das Erdgeschoss umfasst aktuell einen Barbereich, eine vollausgestattete Gastronomie-Küche + Mobiliar, eine Zapfanlage mit Kühlung, 2 WC’s sowie eine Terrasse. Das Haus bietet Ihnen eine Vielzahl von Gestaltungsmöglichkeiten, da Sie die Möglichkeit besitzen es ganz nach den eigenen Bedürfnissen zu gestalten. Beispielsweise haben Sie die Option das Erdgeschoss in eine Wohneinheit umzuwandeln, um zusätzlich ca. 70 m² an Wohnraum zu schaffen. Darüber hinaus wäre die Errichtung eines weiteren Vollgeschosses lt. Bebauungsplan realisierbar. Die Wohnung im Obergeschoss verfügt über einen separaten Hauseingang und ist unterteilt in ein Schlafzimmer, ein Wohn-/ Esszimmer mit EBK und ein in 2020 modernisiertes Tageslicht-Duschbad. Das Highlight der Wohnung ist die ca. 20 m² große Sonnen-Dachterrasse, welche zum geselligen Beisammensein mit Freunden und Familie einlädt. Beheizt wird das Haus durch eine Gas-Brennwerttherme, ebenfalls aus dem Jahre 2020. Abgerundet wird dieses interessante Objekt durch einen Teilkeller, welcher Ihnen zusätzlichen Stauraum bietet. Das Haus verfügt über eine Gesamtfläche von ca. 120 m² , aufgeteilt in ca. 70 m² Gewerbefläche im Erdgeschoss und ca. 50 m² Wohnfläche im Obergeschoss.",,,35  m²,,"113,86 kWh/(m²*a)",,,,
Modernisierungsbedürftiges Reiheneckhaus mit 2 Garagen und Einliegerwohnung in der Bremer Neustadt,bremen,https://www.immobilienscout24.de/expose/128524222,Objekt-Nr.: 108674|Scout-ID: 128524222,"28201 Bremen, Buntentor",2021-09-09 16:07:00.984588,Reiheneckhaus,2,200  m²,152  m²,10,,3,2 Stellplätze,419.000 €,"3,57 %",1920,,,,Gas-Heizung,Gas,,,,,"Energieausweis ist in Arbeit. Für das hier vorliegende Objekt gibt es aktuell keinen gültigen Energieausweis. Dieser wurde bereits vom Eigentümer beantragt.
Das Reiheneckhaus wurde ca. 1920 gebaut. Das Objekt ist in Massivbauweise erstellt worden und ist vollunterkellert. Dieser ist zusätzlich von außen begehbar und trocken. Das Objekt gliedert sich in Kellergeschoss, Erdgeschoss, 1. Obergeschoss, Dachgeschoss sowie einem Spitzboden. Im Erdgeschoss befinden sich ein Wohnzimmer, eine Küche sowie ein Esszimmer. Im Obergeschoss befindet sich ein großes und geräumiges Wohnzimmer und ein Schlafzimmer mit Zugang auf die große Dachterrasse sowie eine Küche und einem Badezimmer. Die Holztreppe führt in eine weitere Etage, hier komplettieren, ein Zimmer, eine Küche, sowie ein Badezimmer das Raumangebot auf dieser Ebene. Von hier aus gelangt man auch in den Spitzboden, der Abstellmöglichkeiten bietet.
Im Keller befinden sich drei weitere Räume, die man unterschiedlich nutzen kann. 

Zwischen den Garagen befindet sich eine Haustür, durch die man in die Einliegerwohnung gelangt.
Vom Flur aus lassen sich Schlafzimmer und Wohnzimmer, sowie das Badezimmer betreten.",,0 €,,,,,,,
Einfamilienhaus im Bungalowstil in Oberneuland auf ca. 470 m² Grundstück,bremen,https://www.immobilienscout24.de/expose/128319649,Objekt-Nr.: MI-9230|Scout-ID: 128319649,"28355 Bremen / Oberneuland, Bremen",2021-09-09 16:07:13.508476,Einfamilienhaus (freistehend),,108  m²,472  m²,4,2,1,1 Carport,399.000 €,"3,33% inkl. MwSt.",1965,,Gepflegt,Gehobene Qualität,Zentralheizung,Öl,liegt vor,Bedarfsausweis,"258,7 kWh/(m²*a)",H,"EXPOSÉ-DIREKT-DOWNLOAD: Jetzt das vollständige Exposé inkl. Adresse zu dieser Immobilie mit nur einer Anmeldung sofort selber herunterladen unter: www.moellerherm-immobilien.de/objekt/ID-MI-9230

OBJEKTBESCHREIBUNG:
Gepflegter Bungalow mit 4 Zimmern auf ca. 470 m² Grundstück
Die Ursprünge des Hauses wurden in den späten 40er Jahren gebaut, 1965 wurde daraus durch An- und Umbau in massiver Bauweise der heute bestehende Bungalow mit ca. 110 m² Wohnfläche errichtet. Das Gebäude hat 4 Zimmer, Diele, Flur, Küche, Bad und einen geräumigen Dachboden, der als Galerie und Gästezimmer ausgebaut ist. Um 2000 wurde  auf der Südseite ein ca. 12 m² großer Wintergarten angebaut. Das Wohnzimmer ist mit einem Durchbruch zum(...)

Die vollständige Objektbeschreibung, noch mehr Bilder und, falls vorhanden, einen virtuellen 360-Grad-Rundgang zu dieser Immobilie sehen Sie auf unserer Internetseite unter: www.moellerherm-immobilien.de/objekt/ID-MI-9230

ANSPRECHPARTNER DER IMMOBILIE
Franz Janning
Tel. 0421-416 50 62-0",01.06.2021,,40  m²,,,,,,
1A LAGE in GRÖPELINGEN! Energetisch hochwertig (EEK B) modern. 2-Familien-Reiheneckhaus mit Garage,bremen,https://www.immobilienscout24.de/expose/128160234,Objekt-Nr.: L161-3|Scout-ID: 128160234,"28237 Bremen - Gröpelingen, Lindenhof",2021-09-09 16:07:29.457776,Mehrfamilienhaus,,155  m²,126  m²,7,5,2,,375.000 €,"5,95% inkl. MwSt.",1938,,,,Zentralheizung,Gas,liegt vor,Bedarfsausweis,"68,5 kWh/(m²*a)",B,"L161  
2-Familien-Reiheneckhaus mit Garage:

Souterrain + Hochparterre:
3 Zimmer, Wohnzimmer, Schlafzimmer und weiteres Zimmer, Wohnküche (ca. 17,5 m²) mit schicker Einbauküche und Ausgang zur Hofterrasse, modernes Duschbad, Gäste-WC, Windfang, teilweise Fussbodenheizung

Obergeschoss + Dachgeschoss:
4 Zimmer, Wohnzimmer, Schlafzimmer, Balkon, Küche, Flur, im DG 2 weitere Zimmer und Büroecke, Duschbad mit Velux-Fenster, Spitzboden

Garage:
Einzelgarage mit Unterkellerung, seitliche Zuwegung zum Grundstück über die Garage


Modernisierung:
- 2020  Boden- (Laminat) und Malerarbeiten OG + DG
- 2016  Dämmung Aussenfassade und Dacheindeckung
- 2014  Dämmung Dach mit neuen Veluxfenstern 
- 2014  3-fach Verglasung im Sout. + Hochparterre
- 2014  Elektro- und Santärinstallation, neue Heizkörper
- 2014  Bodenneuaufbau mit Fußbodenheizung im Souterrain 
- 2014  Einbauküche, Gäste-WC und Bodenfliesen im Souterrain
- 2014  Bad im Hochparterre sowie Laminat in den Zimmern und im Flur
- 2010  Brennwertheizung
- 90iger  Duschbad im DG",,,35  m²,,,,,,
Mehrfamilienhaus mit viel Potenzial in Wesernähe!,bremen,https://www.immobilienscout24.de/expose/127727418,Scout-ID: 127727418,"28779 Bremen, Blumenthal (Ortsteil)",2021-09-09 16:07:47.695532,Mehrfamilienhaus,2,147  m²,380  m²,7,,3,1 Garage,295.000 €,"5,95% inkl. MwSt.",1920,,Renovierungsbedürftig,,,Öl,liegt zur Besichtigung vor,,,,"Marktchancen nutzen, 
renovieren, modernisieren und Mieteinnahmen generieren!

INVESTITION FÜR MORGEN!
Dieses im Jahre 1920 erbaute Mehrfamilienhaus besteht aus drei Wohnungen und soll jetzt unvermietet verkauft werden. Das Haus befindet sich auf einem 380m2 großen Grundstück umgeben von einem pflegeleichten Garten. Rechts vom Haupteingang befindet sich die erste Erdgeschosswohnung mit ca. 37 m² Wohnfläche. Die Wohnung hat 2 Zimmer, sowie Küche und Bad mit Dusche. Die zweite Wohnung auf selber Ebene mit ca. 34 m²hat ebenfalls 2 Zimmer, ein kleines Badezimmer und einen Raum, der für eine Küche genutzt werden könnte, die derzeit nicht vorhanden ist.

In der zweiten Etage befindet sich dann die größte Wohnung mit ca. 76  m² insgesamt 3 Zimmern. Das Badezimmer ist mit Dusche ausgestattet und es gibt zusätzlich noch ein kleines Gäste WC.Die Fenster wurden zwischen 2013 und 2019 erneuert. Der Heizungskessel wurde im Jahr 2014 ausgetauscht. 

Insgesamt befindet sich das Haus in einem renovierungsbedürftigen und teilweise modernisierungsbedürftigen Zustand. Ein geschickter Handwerker könnte dieses Mehrfamilienhaus zu neuem Glanz erwecken und dann gute Mieteinnahmen erzielen. Lassen Sie sich bei einer Innenbesichtigung von dem Potenzial dieses Hauses überzeugen.",,,170  m²,,,,,,
** Preis auf Anfrage ** Renditeobjekt in attraktiver Lage,bremen,https://www.immobilienscout24.de/expose/127390162,Objekt-Nr.: Kensington_KBR_135|Scout-ID: 127390162,"28219 Bremen, Osterfeuerberg",2021-09-09 16:08:01.342251,Mehrfamilienhaus,5,324  m²,176  m²,16,16,8,,0 €,"5,95 %  inkl. 19 % MwSt.",1998,,Gepflegt,,,Gas,liegt vor,Verbrauchsausweis,,E,"** Preis auf Anfrage**

Wenn Sie auf der Suche nach einer sicheren Kapitalanlage mit einem durchdachten Konzept und hoher Mieter - Nachfrage sind, dann bietet dieses Mehrfamilienhaus ein interessantes und lukratives Gesamtpaket.

Das Mehrfamilienhaus aus dem Jahre 1998 wurde stetig renoviert, im vergangenen Jahr mit einer neuen Heizungsanlage ausgestattet und glänzt mit einer insgesamt attraktiven Ausstattung, sodass kein Leerstand zu befürchten ist.

Diese Liegenschaft nicht nur ein solides Anlageobjekt, sondern es bietet Ihnen auch Steigerungspotential bei der zukünftigen Entwicklung der Mieten, aufgrund seiner hohen Nachfrage.

- monatliche Mieteinnahmen pro Zimmer zwischen ca. 300, - bis ca. 500, - EUR / warm 
- Jährliche IST NKM ca. 68.000, - EUR /  Jährliche SOLL NKM ca. 78.000, - EUR 


Nähere Informationen und Bilder erhalten Sie dann mit dem Exposè.
Wir freuen uns auf Ihre Anfrage.

Besuchen Sie uns auch gerne auf:
https://kensington-bremen.de/aktuelles/renditeobjekt-walle",,,,Haus fertig gestellt,"132,4 kWh/(m²*a)",,,,
Saniertes Reihenmittelhaus in Ellenerbrok-Schevemoor,bremen,https://www.immobilienscout24.de/expose/127051812,Objekt-Nr.: 5082#bn7GcD|Scout-ID: 127051812,"28325 Bremen, Tenever",2021-09-09 16:08:14.693136,Reihenmittelhaus,3,135  m²,350  m²,5,3,1,,350.000 €,"3,57 % inkl. MwSt.",1930,"zuletzt 
        
        
          
          
            2010",Saniert,Normale Qualität,Gas-Heizung,Gas,liegt vor,Bedarfsausweis,"108,5 kWh/(m²*a)",D,"Auf einer Wohnfläche von ca. 135 m² Wohnfläche erwarten Sie im Erdgeschoss ein großzügiges Wohn- Esszimmer mit Zugang zum kalten Wintergarten, die offene angrenzende Küche und ein Gäste - WC.
Das Obergeschoss bietet Ihnen drei geräumige Schlafzimmer und ein Tageslichtbad mit Badewanne und Dusche. Ein großer Rückzugsraum oder ein weiteres Schlafzimmer im ausgebauten Dachgeschoss runden das Wohnangebot ab.

Ein WC und der Hauswirtschaftsraum sind vom Wintergarten zugänglich.",,,,,,,,,
NEUReihenendhaus in Alt-Arsten mit Potenzial und Ausbaureserve von ca. 35 m² erwartet Sie!,bremen,https://www.immobilienscout24.de/expose/129694319,Objekt-Nr.: Kensington_KBR_266|Scout-ID: 129694319,"28279 Bremen / Arsten, Bremen",2021-09-09 16:08:28.049563,Einfamilienhaus (freistehend),,100  m²,295  m²,4,3,1,1 Garage,295.000 €,"3,57% inkl. 19% MwSt.",1976,,Renovierungsbedürftig,,Zentralheizung,Gas,liegt zur Besichtigung vor,,,,"Herzlich Willkommen in diesem gemütlichen Reihenendhaus in Alt-Arsten mit einer Ausbaureserve von ca. 35 m² Wohnfläche!!. Das Haus bietet eine Menge Potenzial und Fläche für Ihre Träume. 

Aufgrund der 4 Zimmer die sich auf knapp 134 m² Wohn-/Nutzfläche verteilen, eignet sich das Haus prima für eine Familie mit Kindern. Auch der abgeschirmte Garten und der Garagen-Stellplatz mit Zugang zum Garten sprechen für sich.

Das Erdgeschoss besticht durch den großzügigen Wohn- und Essbereich mit angrenzender Terrasse und Garten. 
Vom Flur geht zudem die Küche, das Gäste-WC und die Holztreppe ab, welche in das erste Obergeschoss führt.

Im Obergeschoss befinden sich ein Schlafzimmer, zwei Kinderzimmer, eines davon mit angrenzendem Balkon, sowie ein Duschbad und der Aufgang ins nicht ausgebaute Dachgeschoss. Das Dachgeschoss bietet die Möglichkeit auf ca. 35m² Wohnfläche ausgebaut zu werden.

Weitere Informationen gibt es mit dem Exposé. Wir freuen uns auf Ihre Anfrage.",,,34  m²,Haus fertig gestellt,,,,,
